iter	Logloss
123	0.4327955438
124	0.4321582643
125	0.4316209306
126	0.4304505666
127	0.4294332335
128	0.4287770282
129	0.4285526275
130	0.4276628351
131	0.4267623426
132	0.4257471606
133	0.4248620687
134	0.4237556027
135	0.4232178791
136	0.4225249557
137	0.42187279
138	0.4211879246
139	0.4208323999
140	0.4204527089
141	0.4195328821
142	0.4188366993
143	0.4179924802
144	0.4170550737
145	0.4162542107
146	0.4157491393
147	0.4150506483
148	0.414366427
149	0.4139069412
150	0.4129662052
151	0.4128654943
152	0.411993672
153	0.4117129287
154	0.411553378
155	0.4113508798
156	0.4109170842
157	0.4107236098
158	0.409842058
159	0.4091872048
160	0.4085029708
161	0.407739669
162	0.4070253583
163	0.406356803
164	0.4061074406
165	0.4057308931
166	0.4051643614
167	0.4045599721
168	0.4039500917
169	0.4033062409
170	0.4030924198
171	0.4026121973
172	0.4024921971
173	0.4021341275
174	0.4019388597
175	0.4015902185
176	0.4011855796
177	0.4009145973
178	0.4004489091
179	0.4003150308
180	0.399410476
181	0.3988523966
182	0.3983273307
183	0.3978343925
184	0.3974783135
185	0.3968213595
186	0.3962749947
187	0.3956339593
188	0.3950460281
189	0.3945486978
190	0.3943819083
191	0.3937853065
192	0.3932566348
193	0.3927158713
194	0.3924660234
195	0.3919208641
196	0.3913683559
197	0.3911564709
198	0.390513127
199	0.3903699782
200	0.3898552726
201	0.3895476045
202	0.3893967531
203	0.389032813
204	0.3887349082
205	0.3886668602
206	0.388315096
207	0.3878107639
208	0.3875380265
209	0.3873569723
210	0.3870770469
211	0.3869518247
212	0.3864567546
213	0.3863334899
214	0.3858548913
215	0.3857082783
216	0.3853648558
217	0.3853094058
218	0.3848051162
219	0.3843404334
220	0.3839228546
221	0.3835820291
222	0.3833784473
223	0.3832032174
224	0.3831000099
225	0.3825478058
226	0.3822902191
227	0.3819639789
228	0.3816478867
229	0.3813326272
230	0.3807837666
231	0.3806311183
232	0.3803771619
233	0.3799871956
234	0.3798130249
235	0.3797198153
236	0.3793817908
237	0.3791750872
238	0.3790761631
239	0.3787593572
240	0.3783524164
241	0.3778546285
242	0.3776955775
243	0.377371571
244	0.3770062207
245	0.3767315251
246	0.3764123864
247	0.3760293495
248	0.3759964504
249	0.3758061416
250	0.3754648642
251	0.3752864226
252	0.3751936459
253	0.3750595158
254	0.3747655786
255	0.3744802708
256	0.3744002901
257	0.3742292148
258	0.3740290408
259	0.3736014767
260	0.3732038921
261	0.3730579746
262	0.3726511136
263	0.3724239981
264	0.372008497
265	0.3715928293
266	0.3712391581
267	0.3711782043
268	0.3710791481
269	0.3706305331
270	0.3705781324
271	0.3702943598
272	0.3698314352
273	0.3694582113
274	0.3693706495
275	0.3692650013
276	0.3690618105
277	0.3688693563
278	0.3685451765
279	0.3682293928
280	0.3679737897
281	0.3676565391
282	0.3673693062
283	0.367015433
284	0.3668152217
285	0.3665577367
286	0.3661720489
287	0.3659731905
288	0.3655897775
289	0.3653626693
290	0.3651976517
291	0.3649500457
292	0.3647612939
293	0.3645436293
294	0.364216129
295	0.364002935
296	0.3637142689
297	0.3635864601
298	0.3633635172
299	0.3631025709
300	0.3628905054
301	0.3628293334
302	0.3626808613
303	0.3623957423
304	0.3622559781
305	0.3621428859
306	0.3618014436
307	0.3615161042
308	0.3614401836
309	0.3610814328
310	0.3610314786
311	0.3607885459
312	0.360625333
313	0.3605918062
314	0.3603761068
315	0.3600658653
316	0.3597465696
317	0.3596562683
318	0.3592782104
319	0.3591256905
320	0.3590541092
321	0.3587760011
322	0.3585927731
323	0.3583121418
324	0.358045975
325	0.3578366226
326	0.3576297453
327	0.3575113065
328	0.3572021386
329	0.3570319225
330	0.3568460439
331	0.3566160916
332	0.3563879389
333	0.3562044637
334	0.3559496002
335	0.3557357244
336	0.3557104612
337	0.3555458871
338	0.3552531772
339	0.3551938477
340	0.3551871154
341	0.3549158442
342	0.3548181794
343	0.354637141
344	0.3542942896
345	0.3542163292
346	0.3540635135
347	0.35384172
348	0.3537133011
349	0.3535260909
350	0.3532815269
351	0.3530888112
352	0.3528930956
353	0.3528115784
354	0.3526921715
355	0.3526816927
356	0.3526546764
357	0.3525097191
358	0.3521624839
359	0.3520994423
360	0.3519398829
361	0.3516947069
362	0.351650665
363	0.3516404163
364	0.3516022124
365	0.351472367
366	0.3514198539
367	0.3513724445
368	0.3512347453
369	0.3511557216
370	0.3509733502
371	0.3508442495
372	0.3506960757
373	0.3504108952
374	0.3503868273
375	0.3503404868
376	0.3501923205
377	0.3501260531
378	0.349979519
379	0.3497796037
380	0.3495709224
381	0.3494173544
382	0.349156712
383	0.3490891051
384	0.3489741448
385	0.3487750757
386	0.3486634541
387	0.348437696
388	0.3482506662
389	0.348129384
390	0.3479876892
391	0.3476953498
392	0.3474348486
393	0.3471673494
394	0.3470091596
395	0.3467694869
396	0.3465703979
397	0.3463078095
398	0.3460757745
399	0.345943081
400	0.3459306848
401	0.3457261519
402	0.3456247374
403	0.3454294127
404	0.3453251562
405	0.3451718981
406	0.3449954312
407	0.3449266607
408	0.3447425881
409	0.3446428706
410	0.3443186799
411	0.3441762355
412	0.3440426421
413	0.3437286011
414	0.343613542
415	0.3435976691
416	0.3433552202
417	0.3432092157
418	0.343009708
419	0.3428440802
420	0.3427793172
421	0.342683869
422	0.3424949575
423	0.3423413977
424	0.342190765
425	0.342075347
426	0.3418685185
427	0.3417186764
428	0.3416887112
429	0.3416866678
430	0.3415466545
431	0.3412794378
432	0.341167432
433	0.3409810381
434	0.3406747118
435	0.3405192345
436	0.3404085463
437	0.3402216587
438	0.3399426939
439	0.3397432425
440	0.3395871025
441	0.3394781241
442	0.3393072373
443	0.3390867247
444	0.3389413975
445	0.3388769574
446	0.3388339852
447	0.3387099819
448	0.3384354486
449	0.3383466209
450	0.3381411416
451	0.3380336657
452	0.3378107339
453	0.3377659175
454	0.3376415297
455	0.3375128206
456	0.3372390294
457	0.3370343189
458	0.3368583312
459	0.3367519761
460	0.3366327004
461	0.3364839636
462	0.336432951
463	0.3363244466
464	0.3362497465
465	0.3360632654
466	0.3358395929
467	0.3356407656
468	0.3355879588
469	0.3353227242
470	0.3352539161
471	0.3351422651
472	0.3351178603
473	0.3347572734
474	0.3344210635
475	0.3342398432
476	0.3342135819
477	0.3341612226
478	0.3339886393
479	0.3338621943
480	0.3336572286
481	0.3335310517
482	0.3334831958
483	0.3333584537
484	0.3332094768
485	0.3331464792
486	0.3331222595
487	0.3329782452
488	0.3329574507
489	0.3329339849
490	0.3329332926
491	0.3328225897
492	0.3328114764
493	0.3327259053
494	0.3325901111
495	0.3324355779
496	0.3323132035
497	0.3322322171
498	0.3322101877
499	0.3319582378
500	0.3319062607
501	0.3317391623
502	0.3316321813
503	0.3314302237
504	0.33125984
505	0.3311183884
506	0.3310090317
507	0.3308274456
508	0.3306417244
509	0.3305013953
510	0.3304917013
511	0.3302949558
512	0.3301937736
513	0.330006564
514	0.3299346045
515	0.3297344739
516	0.3296070574
517	0.3293977599
518	0.3292798006
519	0.3291213319
520	0.3289777521
521	0.328798405
522	0.3286936481
523	0.3285038268
524	0.3282157351
525	0.3281043404
526	0.3280833896
527	0.3279525649
528	0.3279440389
529	0.3277986576
530	0.3277846252
531	0.3275772011
532	0.327437657
533	0.3274207275
534	0.3273130222
535	0.3271825062
536	0.3270653345
537	0.3270330391
538	0.327024683
539	0.3270228794
540	0.3267786701
541	0.3265779568
542	0.3264728817
543	0.3262533771
544	0.3260932726
545	0.3258824637
546	0.3258634758
547	0.3257185893
548	0.3256122168
549	0.3254671824
550	0.3254655275
551	0.3254420851
552	0.3253232991
553	0.3252034442
554	0.3250885832
555	0.3250292739
556	0.3249826963
557	0.324892194
558	0.3248579281
559	0.3246699205
560	0.3244342241
561	0.324359115
562	0.3241849006
563	0.3240658543
564	0.3238801516
565	0.3237171609
566	0.3235896625
567	0.3234707762
568	0.3234248685
569	0.323274531
570	0.3230849197
571	0.3230210158
572	0.3229533109
573	0.3229227451
574	0.3227805946
575	0.3226744182
576	0.3226322962
577	0.3224830773
578	0.3223947925
579	0.3223442359
580	0.3222534962
581	0.3221889173
582	0.322027945
583	0.3217633051
584	0.3215482147
585	0.3214087154
586	0.3213634688
587	0.3211997773
588	0.3211913805
589	0.3210969811
590	0.3209618558
591	0.3209599532
592	0.3209451811
593	0.3207864283
594	0.3207692243
595	0.3205973786
596	0.3204197315
597	0.3203117223
598	0.3201223696
599	0.3200064151
600	0.320004493
601	0.3199947645
602	0.3198424858
603	0.3198253559
604	0.3196744424
605	0.3195382559
606	0.3193495992
607	0.3192868614
608	0.3191164812
609	0.3189862334
610	0.3189380106
611	0.3188208006
612	0.3187218986
613	0.3185582665
614	0.3184385401
615	0.3182845999
616	0.3180381878
617	0.3179177865
618	0.3177526151
619	0.317615407
620	0.3174341552
621	0.3172964873
622	0.3171541924
623	0.3170198944
624	0.3169688571
625	0.3168198373
626	0.3166874678
627	0.3165712955
628	0.3165655837
629	0.3164933987
630	0.3164017718
631	0.3163527893
632	0.3162168714
633	0.3161976038
634	0.3161417366
635	0.3160289031
636	0.3158268904
637	0.315641306
638	0.3155235615
639	0.3154890725
640	0.3153767608
641	0.3152487153
642	0.315136582
643	0.3149371651
644	0.3147689993
645	0.3146185465
646	0.3145051469
647	0.3144534047
648	0.3143709962
649	0.3143111328
650	0.3142385067
651	0.3142263632
652	0.3140510419
653	0.3139716283
654	0.313874145
655	0.3137220271
656	0.3135323735
657	0.3134282684
658	0.3133789297
659	0.3132115214
660	0.3130421605
661	0.3130421595
662	0.3128804909
663	0.3127746648
664	0.3125500967
665	0.3123862244
666	0.3122053025
667	0.31204435
668	0.3119364599
669	0.3117575424
670	0.3117563613
671	0.3116668471
672	0.3116291599
673	0.3114375474
674	0.3113145721
675	0.3112181635
676	0.3109502579
677	0.3109158938
678	0.310843577
679	0.3108215376
680	0.3107461449
681	0.3106141618
682	0.3104380246
683	0.3104232429
684	0.3103668203
685	0.31027733
686	0.3101409051
687	0.3100039388
688	0.3098739776
689	0.3098729722
690	0.3096769621
691	0.3095573533
692	0.3094668774
693	0.3093326896
694	0.3092883555
695	0.3091448941
696	0.3090697464
697	0.3088658377
698	0.3087254052
699	0.3085816335
700	0.3085423646
701	0.3083554873
702	0.3082663131
703	0.3082209017
704	0.3080613908
705	0.3078722713
706	0.3077281531
707	0.3076454
708	0.3075084528
709	0.3074241739
710	0.3074123347
711	0.3073761781
712	0.3072410191
713	0.3072079489
714	0.3071112586
715	0.3068639675
716	0.3068573791
717	0.3067706099
718	0.3066854755
719	0.3065640669
720	0.3064579721
721	0.306380217
722	0.3062831446
723	0.3062311855
724	0.3060641281
725	0.3058537719
726	0.3057938168
727	0.3056814775
728	0.3056220857
729	0.3055243016
730	0.3052351828
731	0.3050461087
732	0.3048763796
733	0.3047549356
734	0.3046653068
735	0.3045676763
736	0.3044866872
737	0.3044701764
738	0.3043800061
739	0.3041480585
740	0.3038826612
741	0.3037687572
742	0.3036337174
743	0.3035733955
744	0.3035675271
745	0.3034448987
746	0.3033171226
747	0.3030685132
748	0.3029495887
749	0.3028934252
750	0.3027893556
751	0.3025967735
752	0.3024418314
753	0.3023654215
754	0.3022671167
755	0.3021100512
756	0.302037187
757	0.301936648
758	0.301793626
759	0.3016683856
760	0.3015203754
761	0.3014039669
762	0.3013007055
763	0.3011195909
764	0.300935627
765	0.3008778474
766	0.3008720244
767	0.3006932332
768	0.3006656191
769	0.3005494334
770	0.3003667298
771	0.3002420327
772	0.3001621067
773	0.2999890371
774	0.2998548129
775	0.2997401134
776	0.2995088844
777	0.2993001243
778	0.2992744724
779	0.299155199
780	0.2991505863
781	0.2991264343
782	0.2989546674
783	0.2987923261
784	0.2986922037
785	0.2986548238
786	0.2984711814
787	0.2983577647
788	0.2982017072
789	0.2981025734
790	0.2980034489
791	0.2979032143
792	0.2977808688
793	0.2975962118
794	0.2974171636
795	0.2972567561
796	0.2971277096
797	0.2969550415
798	0.2968103168
799	0.2966898527
800	0.2966422599
801	0.2965292533
802	0.296365702
803	0.2962322638
804	0.2961448141
805	0.2960502062
806	0.295863059
807	0.2957299613
808	0.2956027037
809	0.295494472
810	0.2954008876
811	0.2950758796
812	0.2949237867
813	0.2948357036
814	0.2947263472
815	0.2944941574
816	0.2943115724
817	0.2941586489
818	0.2939715302
819	0.2938478367
820	0.2937637841
821	0.2936230868
822	0.2934068177
823	0.2932603339
824	0.2931546573
825	0.2930580729
826	0.2929127003
827	0.2927637684
828	0.2926892623
829	0.2925498162
830	0.292508614
831	0.2923081525
832	0.2919986966
833	0.2919265218
834	0.2918187222
835	0.2916509294
836	0.2915383546
837	0.2915151628
838	0.2912981916
839	0.2912167592
840	0.2911537918
841	0.2909684961
842	0.2909227951
843	0.2908694344
844	0.2907759918
845	0.290720323
846	0.2905813726
847	0.2903719454
848	0.290290947
849	0.2901125657
850	0.2899798839
851	0.2898714534
852	0.2898198388
853	0.2897714054
854	0.2896531194
855	0.2895109992
856	0.2894354067
857	0.2893202564
858	0.2892134258
859	0.2891586392
860	0.2890375922
861	0.2889511868
862	0.2888463042
863	0.2888047677
864	0.2887480863
865	0.2886575157
866	0.2884439534
867	0.288232239
868	0.2880976649
869	0.2879768373
870	0.2877659812
871	0.287590706
872	0.2875663886
873	0.2875008643
874	0.2874188057
875	0.2873139669
876	0.2872167273
877	0.2870995103
878	0.2869785861
879	0.2868384904
880	0.2867035343
881	0.2865694463
882	0.2864933251
883	0.2864186051
884	0.2861989463
885	0.2860997552
886	0.2859285758
887	0.2858141872
888	0.2857469097
889	0.2855807585
890	0.2855023381
891	0.2853878607
892	0.285249592
893	0.2852346132
894	0.2851217763
895	0.2849861916
896	0.2847428132
897	0.2846288101
898	0.284486017
899	0.2843127439
900	0.2842533828
901	0.2840018898
902	0.283850833
903	0.2837060987
904	0.2836286052
905	0.2834159529
906	0.2832899063
907	0.2832250239
908	0.2830220411
909	0.2827685997
910	0.2825456045
911	0.2823825154
912	0.2821931848
913	0.2819564796
914	0.2818520568
915	0.2817119469
916	0.28166323
917	0.2816065637
918	0.2815732983
919	0.2814703805
920	0.2813177558
921	0.2812087359
922	0.2811389695
923	0.281028274
924	0.2807811306
925	0.280638362
926	0.2804581814
927	0.2802494616
928	0.2801057773
929	0.2800512952
930	0.27976618
931	0.2795425743
932	0.2794330516
933	0.2793792957
934	0.2792820363
935	0.2792196976
936	0.2790923458
937	0.2789216809
938	0.2788236187
939	0.2787236518
940	0.2786661394
941	0.2786101054
942	0.2785400468
943	0.2784547626
944	0.278390521
945	0.2782210326
946	0.2779922793
947	0.2778939984
948	0.2777838847
949	0.2776771549
950	0.2775931749
951	0.2775127638
952	0.2774228294
953	0.277306603
954	0.2771155059
955	0.2769685818
956	0.2767381138
957	0.2766220976
958	0.2765574658
959	0.2764340925
960	0.276205754
961	0.2761088968
962	0.2759327677
963	0.2757283252
964	0.2755441465
965	0.2754326443
966	0.2753618022
967	0.2751261187
968	0.2750026248
969	0.2749421166
970	0.2748932087
971	0.2748250172
972	0.2747881426
973	0.2746658645
974	0.2745164333
975	0.2744398166
976	0.274260528
977	0.2741312144
978	0.273949075
979	0.2737585958
980	0.2736311242
981	0.2735615599
982	0.2733764646
983	0.2731691286
984	0.2730395288
985	0.2728935785
986	0.2726804126
987	0.2724592877
988	0.2723522922
989	0.2722728781
990	0.2720605207
991	0.2718729489
992	0.2716727181
993	0.2715263061
994	0.2714450822
995	0.2713652921
996	0.2712655178
997	0.271206624
998	0.2711468134
999	0.2710902997
